idx,pass,fail,inconclusive,stage1_fail,pass_pct,fail_pct,inconclusive_pct
1,1,0,0,0,100.0,0.0,0.0
2,2,0,0,0,100.0,0.0,0.0
3,3,0,0,0,100.0,0.0,0.0
4,4,0,0,0,100.0,0.0,0.0
5,4,1,0,0,80.0,20.0,0.0
6,4,2,0,0,66.7,33.3,0.0
7,5,2,0,0,71.4,28.6,0.0
8,6,2,0,0,75.0,25.0,0.0
9,7,2,0,0,77.8,22.2,0.0
10,8,2,0,0,80.0,20.0,0.0
11,9,2,0,0,81.8,18.2,0.0
12,10,2,0,0,83.3,16.7,0.0
13,11,2,0,0,84.6,15.4,0.0
14,11,3,0,0,78.6,21.4,0.0
15,12,3,0,0,80.0,20.0,0.0
16,13,3,0,0,81.2,18.8,0.0
17,14,3,0,0,82.4,17.6,0.0
18,15,3,0,0,83.3,16.7,0.0
19,15,4,0,0,78.9,21.1,0.0
20,16,4,0,0,80.0,20.0,0.0
21,17,4,0,0,81.0,19.0,0.0
22,17,5,0,0,77.3,22.7,0.0
23,18,5,0,0,78.3,21.7,0.0
24,19,5,0,0,79.2,20.8,0.0
25,19,5,0,0,79.2,20.8,0.0
26,19,6,0,0,76.0,24.0,0.0
27,19,7,0,0,73.1,26.9,0.0
28,20,7,0,0,74.1,25.9,0.0
29,21,7,0,0,75.0,25.0,0.0
30,22,7,0,0,75.9,24.1,0.0
31,23,7,0,0,76.7,23.3,0.0
32,23,8,0,0,74.2,25.8,0.0
33,24,8,0,0,75.0,25.0,0.0
34,25,8,0,0,75.8,24.2,0.0
35,26,8,0,0,76.5,23.5,0.0
36,27,8,0,0,77.1,22.9,0.0
37,28,8,0,0,77.8,22.2,0.0
38,29,8,0,0,78.4,21.6,0.0
39,29,8,0,0,78.4,21.6,0.0
40,29,8,0,0,78.4,21.6,0.0
41,29,9,0,0,76.3,23.7,0.0
42,30,9,0,0,76.9,23.1,0.0
43,30,9,0,0,76.9,23.1,0.0
44,30,9,0,0,76.9,23.1,0.0
45,31,9,0,0,77.5,22.5,0.0
46,32,9,0,0,78.0,22.0,0.0
47,33,9,0,0,78.6,21.4,0.0
48,34,9,0,0,79.1,20.9,0.0
49,35,9,0,0,79.5,20.5,0.0
50,36,9,0,0,80.0,20.0,0.0
51,37,9,0,0,80.4,19.6,0.0
52,38,9,0,0,80.9,19.1,0.0
53,39,9,0,0,81.2,18.8,0.0
54,39,10,0,0,79.6,20.4,0.0
55,40,10,0,0,80.0,20.0,0.0
56,40,10,0,0,80.0,20.0,0.0
57,40,10,0,0,80.0,20.0,0.0
58,41,10,0,0,80.4,19.6,0.0
59,41,10,0,0,80.4,19.6,0.0
60,42,10,0,0,80.8,19.2,0.0
61,42,10,0,0,80.8,19.2,0.0
62,43,10,0,0,81.1,18.9,0.0
63,43,11,0,0,79.6,20.4,0.0
64,43,12,0,0,78.2,21.8,0.0
65,43,13,0,0,76.8,23.2,0.0
66,44,13,0,0,77.2,22.8,0.0
67,44,13,0,0,77.2,22.8,0.0
68,44,13,0,0,77.2,22.8,0.0
69,44,13,0,0,77.2,22.8,0.0
70,44,13,0,0,77.2,22.8,0.0
71,44,13,0,0,77.2,22.8,0.0
72,44,13,0,0,77.2,22.8,0.0
73,44,13,0,0,77.2,22.8,0.0
74,44,13,0,0,77.2,22.8,0.0
75,44,13,0,0,77.2,22.8,0.0
76,44,13,0,0,77.2,22.8,0.0
77,44,13,0,0,77.2,22.8,0.0
78,44,13,0,0,77.2,22.8,0.0
79,44,13,0,0,77.2,22.8,0.0
80,44,13,0,0,77.2,22.8,0.0
