idx,pass,fail,inconclusive,stage1_fail,pass_pct,fail_pct,inconclusive_pct
1,1,0,0,0,100.0,0.0,0.0
2,2,0,0,0,100.0,0.0,0.0
3,3,0,0,0,100.0,0.0,0.0
4,4,0,0,0,100.0,0.0,0.0
5,4,1,0,0,80.0,20.0,0.0
6,4,2,0,0,66.7,33.3,0.0
7,5,2,0,0,71.4,28.6,0.0
8,6,2,0,0,75.0,25.0,0.0
9,7,2,0,0,77.8,22.2,0.0
10,8,2,0,0,80.0,20.0,0.0
11,9,2,0,0,81.8,18.2,0.0
12,10,2,0,0,83.3,16.7,0.0
13,11,2,0,0,84.6,15.4,0.0
14,12,2,0,0,85.7,14.3,0.0
15,13,2,0,0,86.7,13.3,0.0
16,14,2,0,0,87.5,12.5,0.0
17,15,2,0,0,88.2,11.8,0.0
18,16,2,0,0,88.9,11.1,0.0
19,17,2,0,0,89.5,10.5,0.0
20,18,2,0,0,90.0,10.0,0.0
21,19,2,0,0,90.5,9.5,0.0
22,20,2,0,0,90.9,9.1,0.0
23,21,2,0,0,91.3,8.7,0.0
24,22,2,0,0,91.7,8.3,0.0
25,22,3,0,0,88.0,12.0,0.0
26,23,3,0,0,88.5,11.5,0.0
27,24,3,0,0,88.9,11.1,0.0
28,25,3,0,0,89.3,10.7,0.0
29,26,3,0,0,89.7,10.3,0.0
30,27,3,0,0,90.0,10.0,0.0
31,28,3,0,0,90.3,9.7,0.0
32,28,4,0,0,87.5,12.5,0.0
33,29,4,0,0,87.9,12.1,0.0
34,30,4,0,0,88.2,11.8,0.0
35,31,4,0,0,88.6,11.4,0.0
36,32,4,0,0,88.9,11.1,0.0
37,33,4,0,0,89.2,10.8,0.0
38,34,4,0,0,89.5,10.5,0.0
39,34,4,0,0,89.5,10.5,0.0
40,34,4,0,0,89.5,10.5,0.0
41,34,4,0,0,89.5,10.5,0.0
42,35,4,0,0,89.7,10.3,0.0
43,35,4,0,0,89.7,10.3,0.0
44,35,4,0,0,89.7,10.3,0.0
45,36,4,0,0,90.0,10.0,0.0
46,37,4,0,0,90.2,9.8,0.0
47,38,4,0,0,90.5,9.5,0.0
48,39,4,0,0,90.7,9.3,0.0
49,40,4,0,0,90.9,9.1,0.0
50,41,4,0,0,91.1,8.9,0.0
51,42,4,0,0,91.3,8.7,0.0
52,43,4,0,0,91.5,8.5,0.0
53,44,4,0,0,91.7,8.3,0.0
54,44,5,0,0,89.8,10.2,0.0
55,45,5,0,0,90.0,10.0,0.0
56,45,5,0,0,90.0,10.0,0.0
57,45,5,0,0,90.0,10.0,0.0
58,46,5,0,0,90.2,9.8,0.0
59,46,5,0,0,90.2,9.8,0.0
60,47,5,0,0,90.4,9.6,0.0
61,47,5,0,0,90.4,9.6,0.0
62,48,5,0,0,90.6,9.4,0.0
63,48,5,0,0,90.6,9.4,0.0
64,48,5,0,0,90.6,9.4,0.0
65,48,5,0,0,90.6,9.4,0.0
66,49,5,0,0,90.7,9.3,0.0
67,50,5,0,0,90.9,9.1,0.0
68,51,5,0,0,91.1,8.9,0.0
69,52,5,0,0,91.2,8.8,0.0
70,52,6,0,0,89.7,10.3,0.0
71,53,6,0,0,89.8,10.2,0.0
72,54,6,0,0,90.0,10.0,0.0
73,55,6,0,0,90.2,9.8,0.0
74,55,6,0,0,90.2,9.8,0.0
75,56,6,0,0,90.3,9.7,0.0
76,56,6,0,0,90.3,9.7,0.0
77,56,7,0,0,88.9,11.1,0.0
78,57,7,0,0,89.1,10.9,0.0
79,57,8,0,0,87.7,12.3,0.0
80,57,9,0,0,86.4,13.6,0.0
